"SNo","business_name","date","transaction_no","remarks","account_number","credit","debit","closing_balance"
"1","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-07 16:59:56","DDL1648454481","Deduction","C1448873","","68.23","3410.29"
"2","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-07 16:59:56","DDL1648454486","Deduction","C1448873","","28.55","3381.74"
"3","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-10 15:22:06","TR17921932","Adjustment (credit note for august-2023 life time stb ncf bill(1*35.40)) ","","35.40","","3417.14"
"4","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-10 15:36:24","DDL1649261065","Deduction","C5714740","","35.40","3381.74"
"5","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 11:30:00","DDL1651983139","Deduction","C2361951","","19.42","3362.32"
"6","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 11:30:00","DDL1651983144","Deduction","C2361951","","46.41","3315.91"
"7","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 11:30:00","DDL1651983149","Deduction","C2361951","","14.85","3301.06"
"8","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 11:30:00","DDL1651983154","Deduction","C2361951","","35.48","3265.58"
"9","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:24:08","DDL1652294847","Deduction","C1496001","","19.42","3246.16"
"10","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:24:08","DDL1652294862","Deduction","C1496001","","46.41","3199.75"
"11","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:24:08","DDL1652294867","Deduction","C1496001","","15.99","3183.76"
"12","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:24:08","DDL1652294872","Deduction","C1496001","","38.21","3145.55"
"13","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:26:20","DDL1652297146","Deduction","C1459352","","19.42","3126.13"
"14","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-15 19:26:20","DDL1652297151","Deduction","C1459352","","46.41","3079.72"
"15","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-16 16:14:45","DDL1652851415","Deduction","C0798097","","5.71","3074.01"
"16","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-16 16:14:45","DDL1652851420","Deduction","C0798097","","13.65","3060.36"
"17","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-16 16:14:45","DDL1652851425","Deduction","C0798097","","17.13","3043.23"
"18","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-16 16:14:45","DDL1652851430","Deduction","C0798097","","40.94","3002.29"
"19","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-18 12:29:33","TR18028608","Normal Deposit (Lco Amount Deposited from Lco Portal. Paytm payment with Ref No- RC_f27TRB) ","","10000.00","","13002.29"
"20","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 16:57:50","TR18060833","Normal Deposit (Lco Amount Deposited from Lco Portal. EASEBUZZ payment with Ref No- RC_CFbyZj) ","","11000.00","","24002.29"
"21","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 17:38:27","DDL1659556140","Deduction","C0798097","","12.56","23989.73"
"22","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 17:38:27","DDL1659556145","Deduction","C0798097","","30.03","23959.7"
"23","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 19:21:02","DDL1659971323","Deduction","C1459332","","13.70","23946"
"24","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 19:21:02","DDL1659971333","Deduction","C1459332","","32.76","23913.24"
"25","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 20:01:37","DDL1660202098","Deduction","C5130819","","13.70","23899.54"
"26","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-20 20:01:37","DDL1660202113","Deduction","C5130819","","32.76","23866.78"
"27","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100541","Deduction","C0757509","","35.40","23831.38"
"28","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100546","Deduction","C0757509","","84.61","23746.77"
"29","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100551","Deduction","C1250634","","35.40","23711.37"
"30","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100556","Deduction","C1250634","","84.61","23626.76"
"31","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100561","Deduction","C1432101","","35.40","23591.36"
"32","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:25","DDL1662100566","Deduction","C1432101","","84.61","23506.75"
"33","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100571","Deduction","C4073642","","35.40","23471.35"
"34","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100576","Deduction","C4073642","","84.61","23386.74"
"35","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100581","Deduction","C3896312","","35.40","23351.34"
"36","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100586","Deduction","C3896312","","84.61","23266.73"
"37","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100591","Deduction","C1237806","","35.40","23231.33"
"38","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100596","Deduction","C1237806","","84.61","23146.72"
"39","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100601","Deduction","C1238666","","35.40","23111.32"
"40","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100606","Deduction","C1238666","","84.61","23026.71"
"41","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100616","Deduction","C2227396","","35.40","22991.31"
"42","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100621","Deduction","C2227396","","84.61","22906.7"
"43","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100631","Deduction","C1437253","","35.40","22871.3"
"44","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100636","Deduction","C1437253","","84.61","22786.69"
"45","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100641","Deduction","C6267661","","35.40","22751.29"
"46","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100646","Deduction","C6267661","","84.61","22666.68"
"47","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100651","Deduction","C1468102","","35.40","22631.28"
"48","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100656","Deduction","C1468102","","84.61","22546.67"
"49","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100661","Deduction","C1427120","","35.40","22511.27"
"50","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100666","Deduction","C1427120","","84.61","22426.66"
"51","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100671","Deduction","C1554612","","35.40","22391.26"
"52","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100676","Deduction","C1554612","","84.61","22306.65"
"53","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100681","Deduction","C5684330","","35.40","22271.25"
"54","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100686","Deduction","C5684330","","84.61","22186.64"
"55","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100691","Deduction","C1693303","","35.40","22151.24"
"56","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:26","DDL1662100696","Deduction","C1693303","","84.61","22066.63"
"57","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100701","Deduction","C2161413","","35.40","22031.23"
"58","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100706","Deduction","C2161413","","84.61","21946.62"
"59","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100716","Deduction","C6287282","","35.40","21911.22"
"60","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100721","Deduction","C6287282","","84.61","21826.61"
"61","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100726","Deduction","C1426984","","35.40","21791.21"
"62","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100731","Deduction","C1426984","","84.61","21706.6"
"63","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100736","Deduction","C1426984","","20.18","21686.42"
"64","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100741","Deduction","C1426984","","20.18","21666.24"
"65","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100746","Deduction","C1426984","","20.18","21646.06"
"66","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100756","Deduction","C1496002","","35.40","21610.66"
"67","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100761","Deduction","C1496002","","84.61","21526.05"
"68","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100766","Deduction","C1291196","","35.40","21490.65"
"69","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100771","Deduction","C1291196","","84.61","21406.04"
"70","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100776","Deduction","C2558795","","35.40","21370.64"
"71","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100781","Deduction","C2558795","","84.61","21286.03"
"72","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100786","Deduction","C12371501","","35.40","21250.63"
"73","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100791","Deduction","C12371501","","84.61","21166.02"
"74","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100796","Deduction","C5575416","","35.40","21130.62"
"75","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100801","Deduction","C5575416","","84.61","21046.01"
"76","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100806","Deduction","C1437301","","35.40","21010.61"
"77","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100811","Deduction","C1437301","","84.61","20926"
"78","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100816","Deduction","C1992670","","35.40","20890.6"
"79","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100821","Deduction","C1992670","","84.61","20805.99"
"80","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100826","Deduction","C1693300","","35.40","20770.59"
"81","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100831","Deduction","C1693300","","84.61","20685.98"
"82","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100841","Deduction","C1087161","","35.40","20650.58"
"83","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100846","Deduction","C1087161","","124.60","20525.98"
"84","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:27","DDL1662100851","Deduction","C3379807","","35.40","20490.58"
"85","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100856","Deduction","C3379807","","84.61","20405.97"
"86","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100866","Deduction","C7395841","","35.40","20370.57"
"87","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100871","Deduction","C7395841","","84.61","20285.96"
"88","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100876","Deduction","C2051654","","35.40","20250.56"
"89","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100881","Deduction","C2051654","","84.61","20165.95"
"90","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100886","Deduction","C1426720","","35.40","20130.55"
"91","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100891","Deduction","C1426720","","84.61","20045.94"
"92","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100896","Deduction","C1425593","","35.40","20010.54"
"93","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100901","Deduction","C1425593","","84.61","19925.93"
"94","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100906","Deduction","C2334200","","35.40","19890.53"
"95","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100911","Deduction","C2334200","","84.61","19805.92"
"96","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100916","Deduction","C1468093","","35.40","19770.52"
"97","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100921","Deduction","C1468093","","84.61","19685.91"
"98","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100926","Deduction","C1693302","","35.40","19650.51"
"99","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100931","Deduction","C1693302","","84.61","19565.9"
"100","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100936","Deduction","C1554615","","35.40","19530.5"
"101","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100941","Deduction","C1554615","","84.61","19445.89"
"102","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100951","Deduction","C5130647","","35.40","19410.49"
"103","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100956","Deduction","C5130647","","84.61","19325.88"
"104","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100961","Deduction","C5130647","","20.18","19305.7"
"105","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100966","Deduction","C5130647","","20.18","19285.52"
"106","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100971","Deduction","C5130647","","20.18","19265.34"
"107","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100981","Deduction","C1495996","","35.40","19229.94"
"108","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100986","Deduction","C1495996","","84.61","19145.33"
"109","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100991","Deduction","C8916676","","35.40","19109.93"
"110","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662100996","Deduction","C8916676","","84.61","19025.32"
"111","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662101001","Deduction","C1448881","","35.40","18989.92"
"112","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:28","DDL1662101006","Deduction","C1448881","","84.61","18905.31"
"113","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101011","Deduction","C4993282","","35.40","18869.91"
"114","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101016","Deduction","C4993282","","84.61","18785.3"
"115","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101021","Deduction","C1468095","","35.40","18749.9"
"116","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101026","Deduction","C1468095","","84.61","18665.29"
"117","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101031","Deduction","C4183113","","35.40","18629.89"
"118","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101036","Deduction","C4183113","","84.61","18545.28"
"119","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101041","Deduction","C1291191","","35.40","18509.88"
"120","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101046","Deduction","C1291191","","84.61","18425.27"
"121","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101051","Deduction","C1427146","","35.40","18389.87"
"122","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101056","Deduction","C1427146","","84.61","18305.26"
"123","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101061","Deduction","C5056626","","35.40","18269.86"
"124","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101066","Deduction","C5056626","","84.61","18185.25"
"125","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101076","Deduction","C1468097","","22.84","18162.41"
"126","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101081","Deduction","C1468097","","54.59","18107.82"
"127","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101086","Deduction","C3737584","","35.40","18072.42"
"128","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101091","Deduction","C3737584","","84.61","17987.81"
"129","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101101","Deduction","C1468101","","35.40","17952.41"
"130","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101106","Deduction","C1468101","","84.61","17867.8"
"131","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101111","Deduction","C2149806","","35.40","17832.4"
"132","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101116","Deduction","C2149806","","84.61","17747.79"
"133","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101121","Deduction","C1427055","","35.40","17712.39"
"134","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101126","Deduction","C1427055","","84.61","17627.78"
"135","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101131","Deduction","C6351898","","35.40","17592.38"
"136","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101136","Deduction","C6351898","","84.61","17507.77"
"137","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101141","Deduction","C12213465","","35.40","17472.37"
"138","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101146","Deduction","C12213465","","84.61","17387.76"
"139","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101151","Deduction","C1427641","","35.40","17352.36"
"140","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:29","DDL1662101156","Deduction","C1427641","","84.61","17267.75"
"141","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101161","Deduction","C1291193","","35.40","17232.35"
"142","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101166","Deduction","C1291193","","84.61","17147.74"
"143","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101171","Deduction","C1244143","","35.40","17112.34"
"144","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101176","Deduction","C1244143","","84.61","17027.73"
"145","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101181","Deduction","C1432090","","35.40","16992.33"
"146","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101186","Deduction","C1432090","","84.61","16907.72"
"147","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101191","Deduction","C4300560","","35.40","16872.32"
"148","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101196","Deduction","C4300560","","84.61","16787.71"
"149","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101201","Deduction","C1291189","","35.40","16752.31"
"150","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101206","Deduction","C1291189","","84.61","16667.7"
"151","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101211","Deduction","C3875743","","35.40","16632.3"
"152","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101216","Deduction","C3875743","","84.61","16547.69"
"153","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101221","Deduction","C4300548","","22.84","16524.85"
"154","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101226","Deduction","C4300548","","54.59","16470.26"
"155","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101231","Deduction","C0769247","","17.13","16453.13"
"156","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101236","Deduction","C0769247","","40.94","16412.19"
"157","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101241","Deduction","C0756488","","35.40","16376.79"
"158","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101246","Deduction","C0756488","","84.61","16292.18"
"159","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101251","Deduction","C3342594","","35.40","16256.78"
"160","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101256","Deduction","C3342594","","84.61","16172.17"
"161","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101261","Deduction","C1437360","","35.40","16136.77"
"162","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101266","Deduction","C1437360","","84.61","16052.16"
"163","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-08-21 07:10:30","DDL1662101271","Deduction","C2334438","","35.40","16016.76"
