"SNo","business_name","date","transaction_no","remarks","account_number","credit","debit","closing_balance"
"1441","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479513","Deduction","C0839942","","35.40","8333.19"
"1442","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479518","Deduction","C0839942","","84.61","8248.58"
"1443","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479528","Deduction","C0839767","","35.40","8213.18"
"1444","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479533","Deduction","C0839767","","84.61","8128.57"
"1445","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479538","Deduction","C2957470","","35.40","8093.17"
"1446","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479543","Deduction","C2957470","","84.61","8008.56"
"1447","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479548","Deduction","C6843192","","35.40","7973.16"
"1448","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479553","Deduction","C6843192","","84.61","7888.55"
"1449","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479563","Deduction","C2311055","","35.40","7853.15"
"1450","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479568","Deduction","C2311055","","47.78","7805.37"
"1451","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479573","Deduction","C1291195","","35.40","7769.97"
"1452","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479578","Deduction","C1291195","","84.61","7685.36"
"1453","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479583","Deduction","C0839950","","35.40","7649.96"
"1454","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479588","Deduction","C0839950","","84.61","7565.35"
"1455","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479593","Deduction","C2103869","","35.40","7529.95"
"1456","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479598","Deduction","C2103869","","84.61","7445.34"
"1457","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479603","Deduction","C6096709","","35.40","7409.94"
"1458","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:35","DDL1749479608","Deduction","C6096709","","84.61","7325.33"
"1459","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479618","Deduction","C10743576","","35.40","7289.93"
"1460","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479623","Deduction","C10743576","","84.61","7205.32"
"1461","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479633","Deduction","C2113643","","35.40","7169.92"
"1462","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479638","Deduction","C2113643","","84.61","7085.31"
"1463","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479648","Deduction","C7795023","","35.40","7049.91"
"1464","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479653","Deduction","C7795023","","84.61","6965.3"
"1465","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479668","Deduction","C1014398","","35.40","6929.9"
"1466","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479673","Deduction","C1014398","","164.79","6765.11"
"1467","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479678","Deduction","C1014398","","47.78","6717.33"
"1468","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479683","Deduction","C1014398","","6.38","6710.95"
"1469","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479688","Deduction","C1014398","","0.11","6710.84"
"1470","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479703","Deduction","C5092149","","35.40","6675.44"
"1471","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479708","Deduction","C5092149","","84.61","6590.83"
"1472","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479738","Deduction","C1495999","","35.40","6555.43"
"1473","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:36","DDL1749479743","Deduction","C1495999","","84.61","6470.82"
"1474","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:46","DDL1749482633","Deduction","C2551645","","35.40","6435.42"
"1475","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482638","Deduction","C2551645","","84.61","6350.81"
"1476","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482663","Deduction","C1425705","","35.40","6315.41"
"1477","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482668","Deduction","C1425705","","84.61","6230.8"
"1478","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482688","Deduction","C1468098","","35.40","6195.4"
"1479","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482693","Deduction","C1468098","","84.61","6110.79"
"1480","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482713","Deduction","C5994050","","35.40","6075.39"
"1481","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482718","Deduction","C5994050","","84.61","5990.78"
"1482","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482743","Deduction","C6063433","","35.40","5955.38"
"1483","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482748","Deduction","C6063433","","84.61","5870.77"
"1484","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482768","Deduction","C9927995","","35.40","5835.37"
"1485","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482773","Deduction","C9927995","","84.61","5750.76"
"1486","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482793","Deduction","C2566372","","35.40","5715.36"
"1487","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482798","Deduction","C2566372","","84.61","5630.75"
"1488","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482813","Deduction","C12157796","","35.40","5595.35"
"1489","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482818","Deduction","C12157796","","84.61","5510.74"
"1490","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482833","Deduction","C1495995","","35.40","5475.34"
"1491","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482838","Deduction","C1495995","","84.61","5390.73"
"1492","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482853","Deduction","C1430868","","35.40","5355.33"
"1493","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482858","Deduction","C1430868","","84.61","5270.72"
"1494","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482868","Deduction","C1554614","","35.40","5235.32"
"1495","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482873","Deduction","C1554614","","84.61","5150.71"
"1496","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482883","Deduction","C1237951","","35.40","5115.31"
"1497","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482888","Deduction","C1237951","","84.61","5030.7"
"1498","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482898","Deduction","C6115333","","35.40","4995.3"
"1499","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482903","Deduction","C6115333","","84.61","4910.69"
"1500","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482908","Deduction","C1238016","","35.40","4875.29"
"1501","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482913","Deduction","C1238016","","84.61","4790.68"
"1502","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482918","Deduction","C5076993","","35.40","4755.28"
"1503","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482923","Deduction","C5076993","","84.61","4670.67"
"1504","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:47","DDL1749482938","Deduction","C1432094","","35.40","4635.27"
"1505","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482943","Deduction","C1432094","","84.61","4550.66"
"1506","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482948","Deduction","C1448871","","35.40","4515.26"
"1507","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482953","Deduction","C1448871","","84.61","4430.65"
"1508","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482968","Deduction","C5945921","","35.40","4395.25"
"1509","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482973","Deduction","C5945921","","84.61","4310.64"
"1510","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482988","Deduction","C12157930","","35.40","4275.24"
"1511","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482993","Deduction","C12157930","","84.61","4190.63"
"1512","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749482998","Deduction","C1676810","","35.40","4155.23"
"1513","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749483003","Deduction","C1676810","","84.61","4070.62"
"1514","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749483008","Deduction","C1291194","","35.40","4035.22"
"1515","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 11:35:48","DDL1749483013","Deduction","C1291194","","84.61","3950.61"
"1516","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 15:04:21","DDL1750790990","Deduction","C12862375","","12.98","3937.63"
"1517","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-20 15:04:21","DDL1750790995","Deduction","C12862375","","31.03","3906.6"
"1518","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-25 19:24:15","DDL1765114974","Deduction","C1432102","","16.92","3889.68"
"1519","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-11-25 19:24:15","DDL1765114979","Deduction","C1432102","","7.08","3882.6"
"1520","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-08 13:04:04","TR21399831","Adjustment (classic sd pack discount 165*5 nov 2023) ","","825.00","","4707.6"
"1521","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-10 18:54:12","DDL1770309149","Deduction","C1291189","","60.05","4647.55"
"1522","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-10 18:54:12","DDL1770309154","Deduction","C1291189","","25.13","4622.42"
"1523","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-11 15:36:20","TR21509513","Adjustment (credit note for december-2023 life time stb ncf bill(1*35.40)) ","","35.40","","4657.82"
"1524","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-11 16:26:26","DDL1770627534","Deduction","C5714740","","35.40","4622.42"
"1525","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-17 19:01:10","DDL1774477734","Deduction","C1554617","","40.94","4581.48"
"1526","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-17 19:01:10","DDL1774477739","Deduction","C1554617","","17.13","4564.35"
"1527","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-17 19:01:10","DDL1774477744","Deduction","C1554617","","11.42","4552.93"
"1528","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-17 19:01:10","DDL1774477749","Deduction","C1554617","","27.30","4525.63"
"1529","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 22:47:38","TR21825359","Normal Deposit (Lco Amount Deposited from Lco Portal. EASEBUZZ payment with Ref No- RC_Krb7FJ) ","","21200.00","","25725.63"
"1530","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468542","Deduction","C0757509","","35.40","25690.23"
"1531","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468547","Deduction","C0757509","","84.61","25605.62"
"1532","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468557","Deduction","C1250634","","35.40","25570.22"
"1533","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468562","Deduction","C1250634","","84.61","25485.61"
"1534","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468567","Deduction","C1432101","","35.40","25450.21"
"1535","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:23","DDL1784468572","Deduction","C1432101","","84.61","25365.6"
"1536","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468592","Deduction","C3896312","","35.40","25330.2"
"1537","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468597","Deduction","C3896312","","84.61","25245.59"
"1538","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468607","Deduction","C1238666","","35.40","25210.19"
"1539","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468612","Deduction","C1238666","","84.61","25125.58"
"1540","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468622","Deduction","C2227396","","35.40","25090.18"
"1541","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468627","Deduction","C2227396","","84.61","25005.57"
"1542","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468637","Deduction","C1437253","","35.40","24970.17"
"1543","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468642","Deduction","C1437253","","84.61","24885.56"
"1544","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468652","Deduction","C6267661","","35.40","24850.16"
"1545","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468657","Deduction","C6267661","","84.61","24765.55"
"1546","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468667","Deduction","C1468102","","35.40","24730.15"
"1547","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468672","Deduction","C1468102","","84.61","24645.54"
"1548","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468707","Deduction","C1427120","","35.40","24610.14"
"1549","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468712","Deduction","C1427120","","84.61","24525.53"
"1550","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468722","Deduction","C1554612","","35.40","24490.13"
"1551","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468727","Deduction","C1554612","","84.61","24405.52"
"1552","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468737","Deduction","C4300554","","35.40","24370.12"
"1553","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468742","Deduction","C4300554","","84.61","24285.51"
"1554","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468752","Deduction","C5684330","","35.40","24250.11"
"1555","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468757","Deduction","C5684330","","84.61","24165.5"
"1556","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468772","Deduction","C2161413","","35.40","24130.1"
"1557","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468777","Deduction","C2161413","","84.61","24045.49"
"1558","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468792","Deduction","C1426984","","35.40","24010.09"
"1559","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468797","Deduction","C1426984","","84.61","23925.48"
"1560","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468802","Deduction","C1426984","","20.18","23905.3"
"1561","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468807","Deduction","C1426984","","20.18","23885.12"
"1562","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468812","Deduction","C1426984","","20.18","23864.94"
"1563","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468822","Deduction","C1496002","","35.40","23829.54"
"1564","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468827","Deduction","C1496002","","84.61","23744.93"
"1565","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468837","Deduction","C1291196","","35.40","23709.53"
"1566","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:24","DDL1784468842","Deduction","C1291196","","84.61","23624.92"
"1567","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468852","Deduction","C2558795","","35.40","23589.52"
"1568","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468857","Deduction","C2558795","","84.61","23504.91"
"1569","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468867","Deduction","C12371501","","35.40","23469.51"
"1570","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468872","Deduction","C12371501","","84.61","23384.9"
"1571","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468877","Deduction","C5575416","","35.40","23349.5"
"1572","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468882","Deduction","C5575416","","84.61","23264.89"
"1573","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468887","Deduction","C1437301","","35.40","23229.49"
"1574","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468892","Deduction","C1437301","","84.61","23144.88"
"1575","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468897","Deduction","C1992670","","35.40","23109.48"
"1576","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468902","Deduction","C1992670","","84.61","23024.87"
"1577","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468912","Deduction","C0798097","","35.40","22989.47"
"1578","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468917","Deduction","C0798097","","84.61","22904.86"
"1579","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468922","Deduction","C1693300","","35.40","22869.46"
"1580","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468927","Deduction","C1693300","","84.61","22784.85"
"1581","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468937","Deduction","C1010622","","35.40","22749.45"
"1582","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468942","Deduction","C1010622","","84.61","22664.84"
"1583","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468947","Deduction","C1087161","","35.40","22629.44"
"1584","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468952","Deduction","C1087161","","124.60","22504.84"
"1585","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468957","Deduction","C3379807","","35.40","22469.44"
"1586","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468967","Deduction","C3379807","","84.61","22384.83"
"1587","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468977","Deduction","C7395841","","35.40","22349.43"
"1588","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468982","Deduction","C7395841","","84.61","22264.82"
"1589","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468992","Deduction","C1432102","","35.40","22229.42"
"1590","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784468997","Deduction","C1432102","","84.61","22144.81"
"1591","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469012","Deduction","C1426720","","35.40","22109.41"
"1592","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469017","Deduction","C1426720","","84.61","22024.8"
"1593","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469032","Deduction","C5130819","","35.40","21989.4"
"1594","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469037","Deduction","C5130819","","84.61","21904.79"
"1595","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469052","Deduction","C1425593","","35.40","21869.39"
"1596","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469057","Deduction","C1425593","","84.61","21784.78"
"1597","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469072","Deduction","C1459332","","35.40","21749.38"
"1598","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:25","DDL1784469077","Deduction","C1459332","","84.61","21664.77"
"1599","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:26","DDL1784469087","Deduction","C2334200","","35.40","21629.37"
"1600","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:26","DDL1784469092","Deduction","C2334200","","84.61","21544.76"
"1601","TCCL1002 - KUMAR CABLE NETWORK ( TNTDNTCCL1002 ) ","2023-12-20 23:01:26","DDL1784469107","Deduction","C1468093","","35.40","21509.36"
